MEP	ECMp	Ligand	Spot Cell Count	2N DNA Proportion	EdU+ Proportion
Laminin3B32_THPO|1	Laminin3B32	THPO|1	8.919	1.292	-2.4719
NID1|1_THPO|1	NID1|1	THPO|1	8.633	1.7706	-2.0106
OMD_THPO|1	OMD	THPO|1	9.155	1.5152	-2.7551
PECAM1|Long_THPO|1	PECAM1|Long	THPO|1	8.878	1.2766	-2.5938
POSTN|1_THPO|1	POSTN|1	THPO|1	8.669	1.2411	-2.4328
SPARC_THPO|1	SPARC	THPO|1	8.804	1.1977	-2.3425
SPP1|A_THPO|1	SPP1|A	THPO|1	8.912	1.3059	-2.6979
THBS1|1_THPO|1	THBS1|1	THPO|1	9.072	1.7838	-2.7934
TNC|1_THPO|1	TNC|1	THPO|1	8.962	1.3336	-2.5481
VCAM1|1_THPO|1	VCAM1|1	THPO|1	8.751	1.3489	-2.5243
VTN_THPO|1	VTN	THPO|1	9.084	1.3335	-2.6357
ALCAM|1_TNF	ALCAM|1	TNF	8.594	1.4172	-2.4462
BCAN|1_TNF	BCAN|1	TNF	8.573	1.2825	-2.555
BGN_TNF	BGN	TNF	8.514	1.3155	-2.5374
CD44|1_TNF	CD44|1	TNF	8.577	1.2643	-2.4844
CDH15_TNF	CDH15	TNF	8.292	1.0795	-2.2987
CDH1|1_TNF	CDH1|1	TNF	8.452	1.3161	-2.5754
CDH20_TNF	CDH20	TNF	8.315	1.42	-2.5988
CDH3|1_TNF	CDH3|1	TNF	8.372	1.3002	-2.5168
CDH6|1_TNF	CDH6|1	TNF	8.583	1.3946	-2.5787
CDH8_TNF	CDH8	TNF	8.644	1.3048	-2.6223
CEACAM6_TNF	CEACAM6	TNF	8.55	1.2223	-2.4591
COL1_TNF	COL1	TNF	8.488	1.1794	-2.3769
COL23A1|1_TNF	COL23A1|1	TNF	8.369	1.2411	-2.2927
COL2A1|2_TNF	COL2A1|2	TNF	8.485	1.2234	-2.4563
COL3A1|1_TNF	COL3A1|1	TNF	8.521	1.0619	-2.5248
COL4_TNF	COL4	TNF	8.734	1.4031	-2.5234
COL5A1_TNF	COL5A1	TNF	8.525	1.2311	-2.5463
DCN|A_TNF	DCN|A	TNF	8.576	1.2942	-2.5691
DSG2_TNF	DSG2	TNF	8.57	1.3027	-2.4197
ECM1|1_TNF	ECM1|1	TNF	8.528	1.4197	-2.5302
ELN|3_TNF	ELN|3	TNF	7.798	1.2147	-2.0801
FBN1_TNF	FBN1	TNF	8.514	1.322	-2.6255
FN1|1_TNF	FN1|1	TNF	8.379	1.5008	-2.2748
GAP43|1_TNF	GAP43|1	TNF	8.57	1.3324	-2.4637
HA<500kDa_TNF	HA<500kDa	TNF	8.543	1.3512	-2.4363
HA>500kDa_TNF	HA>500kDa	TNF	8.353	1.12	-2.4368
ICAM1_TNF	ICAM1	TNF	8.485	1.1665	-2.4311
ITGA10B1_TNF	ITGA10B1	TNF	8.693	1.4562	-2.4689
ITGA2B1_TNF	ITGA2B1	TNF	8.455	1.3358	-2.4096
ITGA3B1_TNF	ITGA3B1	TNF	8.519	1.3607	-2.3987
ITGA4B1_TNF	ITGA4B1	TNF	8.476	1.3628	-2.5856
ITGA6B4_TNF	ITGA6B4	TNF	8.42	1.2363	-2.4889
ITGA9B1_TNF	ITGA9B1	TNF	8.47	1.3197	-2.7533
ITGAMB2_TNF	ITGAMB2	TNF	8.373	1.1	-2.251
ITGAVB6_TNF	ITGAVB6	TNF	8.693	1.1752	-2.5085
LAMB1_TNF	LAMB1	TNF	8.547	1.391	-2.5083
LUM_TNF	LUM	TNF	8.679	1.2123	-2.4294
Laminin3B32_TNF	Laminin3B32	TNF	8.616	1.4926	-2.4868
NID1|1_TNF	NID1|1	TNF	8.12	1.799	-1.9356
OMD_TNF	OMD	TNF	8.703	1.5452	-2.6625
PECAM1|Long_TNF	PECAM1|Long	TNF	8.614	1.3999	-2.6129
POSTN|1_TNF	POSTN|1	TNF	8.372	1.3609	-2.2799
SPARC_TNF	SPARC	TNF	8.573	1.4351	-2.6423
SPP1|A_TNF	SPP1|A	TNF	8.555	1.5477	-2.3636
THBS1|1_TNF	THBS1|1	TNF	8.79	1.6844	-2.442
TNC|1_TNF	TNC|1	TNF	8.578	1.5439	-2.786
VCAM1|1_TNF	VCAM1|1	TNF	8.498	1.3438	-2.4246
VTN_TNF	VTN	TNF	8.498	1.3241	-2.6046
ALCAM|1_TNFRSF11B	ALCAM|1	TNFRSF11B	8.582	1.3564	-2.9635
BCAN|1_TNFRSF11B	BCAN|1	TNFRSF11B	8.61	1.4198	-2.9162
BGN_TNFRSF11B	BGN	TNFRSF11B	8.169	1.2686	-3.143
CD44|1_TNFRSF11B	CD44|1	TNFRSF11B	8.356	1.1088	-2.6941
CDH15_TNFRSF11B	CDH15	TNFRSF11B	8.788	1.2854	-3.0809
CDH1|1_TNFRSF11B	CDH1|1	TNFRSF11B	8.514	1.3557	-2.8676
CDH20_TNFRSF11B	CDH20	TNFRSF11B	8.004	0.9769	-2.8861
CDH3|1_TNFRSF11B	CDH3|1	TNFRSF11B	8.162	1.2627	-2.9178
CDH6|1_TNFRSF11B	CDH6|1	TNFRSF11B	8.03	0.9105	-2.9785
CDH8_TNFRSF11B	CDH8	TNFRSF11B	8.092	0.8565	-3.022
CEACAM6_TNFRSF11B	CEACAM6	TNFRSF11B	7.767	1.0908	-2.9221
COL1_TNFRSF11B	COL1	TNFRSF11B	7.381	0.9816	-2.9197
COL23A1|1_TNFRSF11B	COL23A1|1	TNFRSF11B	8.102	0.9286	-2.9365
COL2A1|2_TNFRSF11B	COL2A1|2	TNFRSF11B	7.964	0.7614	-2.7358
COL3A1|1_TNFRSF11B	COL3A1|1	TNFRSF11B	8.333	0.9974	-3.0646
COL4_TNFRSF11B	COL4	TNFRSF11B	8.595	0.9816	-2.688
COL5A1_TNFRSF11B	COL5A1	TNFRSF11B	7.498	0.71	-2.7344
DCN|A_TNFRSF11B	DCN|A	TNFRSF11B	8.455	1.2877	-2.907
DSG2_TNFRSF11B	DSG2	TNFRSF11B	8.366	1.2199	-3.1817
ECM1|1_TNFRSF11B	ECM1|1	TNFRSF11B	8.26	1.0291	-2.744
ELN|3_TNFRSF11B	ELN|3	TNFRSF11B	6.858	2.2858	-3.1384
FBN1_TNFRSF11B	FBN1	TNFRSF11B	8.559	1.0088	-2.7863
FN1|1_TNFRSF11B	FN1|1	TNFRSF11B	8.763	1.4501	-3.2228
GAP43|1_TNFRSF11B	GAP43|1	TNFRSF11B	8.16	1.1704	-2.9629
HA<500kDa_TNFRSF11B	HA<500kDa	TNFRSF11B	8.675	1.5388	-3.1167
HA>500kDa_TNFRSF11B	HA>500kDa	TNFRSF11B	8.619	1.4183	-3.0423
ICAM1_TNFRSF11B	ICAM1	TNFRSF11B	8.649	1.5014	-2.9806
ITGA10B1_TNFRSF11B	ITGA10B1	TNFRSF11B	8.6	1.3689	-2.9229
ITGA2B1_TNFRSF11B	ITGA2B1	TNFRSF11B	8.558	1.4455	-2.9183
ITGA3B1_TNFRSF11B	ITGA3B1	TNFRSF11B	7.8	1.0604	-3.1026
ITGA4B1_TNFRSF11B	ITGA4B1	TNFRSF11B	8.79	1.3696	-3.0353
ITGA6B4_TNFRSF11B	ITGA6B4	TNFRSF11B	8.097	1.1676	-2.631
ITGA9B1_TNFRSF11B	ITGA9B1	TNFRSF11B	8.394	1.32	-3.0211
ITGAMB2_TNFRSF11B	ITGAMB2	TNFRSF11B	8.096	1.2867	-2.9899
ITGAVB6_TNFRSF11B	ITGAVB6	TNFRSF11B	8.444	1.5393	-2.9699
LAMB1_TNFRSF11B	LAMB1	TNFRSF11B	9.11	1.4187	-3.0237
LUM_TNFRSF11B	LUM	TNFRSF11B	8.062	0.785	-2.33
Laminin3B32_TNFRSF11B	Laminin3B32	TNFRSF11B	8.936	1.5788	-2.9728
NID1|1_TNFRSF11B	NID1|1	TNFRSF11B	8.098	2.1619	-2.0874
OMD_TNFRSF11B	OMD	TNFRSF11B	8.769	1.4029	-3.1791
PECAM1|Long_TNFRSF11B	PECAM1|Long	TNFRSF11B	8.322	1.2839	-3.2974
POSTN|1_TNFRSF11B	POSTN|1	TNFRSF11B	8.762	1.208	-3.0265
SPARC_TNFRSF11B	SPARC	TNFRSF11B	8.194	1.0839	-2.8003
SPP1|A_TNFRSF11B	SPP1|A	TNFRSF11B	8.771	1.6871	-3.246
THBS1|1_TNFRSF11B	THBS1|1	TNFRSF11B	9.149	2.1228	-3.2148
TNC|1_TNFRSF11B	TNC|1	TNFRSF11B	8.86	1.1744	-2.8785
VCAM1|1_TNFRSF11B	VCAM1|1	TNFRSF11B	8.692	1.4321	-3.1725
VTN_TNFRSF11B	VTN	TNFRSF11B	8.416	1.3008	-3.1045
ALCAM|1_TNFSF11|1	ALCAM|1	TNFSF11|1	8.906	1.4395	-2.5152
BCAN|1_TNFSF11|1	BCAN|1	TNFSF11|1	8.78	1.3508	-2.565
BGN_TNFSF11|1	BGN	TNFSF11|1	8.903	1.2441	-2.5402
CD44|1_TNFSF11|1	CD44|1	TNFSF11|1	8.878	1.4278	-2.4436
CDH15_TNFSF11|1	CDH15	TNFSF11|1	8.784	1.348	-2.5692
CDH1|1_TNFSF11|1	CDH1|1	TNFSF11|1	8.903	1.4366	-2.7604
CDH20_TNFSF11|1	CDH20	TNFSF11|1	8.933	1.4669	-2.5499
CDH3|1_TNFSF11|1	CDH3|1	TNFSF11|1	8.828	1.3252	-2.5414
CDH6|1_TNFSF11|1	CDH6|1	TNFSF11|1	8.772	1.3086	-2.4659
CDH8_TNFSF11|1	CDH8	TNFSF11|1	8.961	1.4856	-2.533
CEACAM6_TNFSF11|1	CEACAM6	TNFSF11|1	8.895	1.3433	-2.5942
COL1_TNFSF11|1	COL1	TNFSF11|1	9.002	1.3449	-2.4556
COL23A1|1_TNFSF11|1	COL23A1|1	TNFSF11|1	8.929	1.5481	-2.5927
COL2A1|2_TNFSF11|1	COL2A1|2	TNFSF11|1	8.857	1.3404	-2.6316
COL3A1|1_TNFSF11|1	COL3A1|1	TNFSF11|1	8.797	1.3637	-2.4702
COL4_TNFSF11|1	COL4	TNFSF11|1	9.185	1.668	-2.4352
COL5A1_TNFSF11|1	COL5A1	TNFSF11|1	8.928	1.4055	-2.5959
DCN|A_TNFSF11|1	DCN|A	TNFSF11|1	8.886	1.3773	-2.6503
DSG2_TNFSF11|1	DSG2	TNFSF11|1	8.867	1.5313	-2.6163
ECM1|1_TNFSF11|1	ECM1|1	TNFSF11|1	8.909	1.3751	-2.4342
ELN|3_TNFSF11|1	ELN|3	TNFSF11|1	8.185	1.634	-2.1336
FBN1_TNFSF11|1	FBN1	TNFSF11|1	9.084	1.6994	-2.6661
FN1|1_TNFSF11|1	FN1|1	TNFSF11|1	8.971	1.5472	-2.5239
GAP43|1_TNFSF11|1	GAP43|1	TNFSF11|1	8.821	1.5513	-2.5829
HA<500kDa_TNFSF11|1	HA<500kDa	TNFSF11|1	8.933	1.5739	-2.4416
HA>500kDa_TNFSF11|1	HA>500kDa	TNFSF11|1	8.805	1.4154	-2.5303
ICAM1_TNFSF11|1	ICAM1	TNFSF11|1	8.895	1.4167	-2.4245
ITGA10B1_TNFSF11|1	ITGA10B1	TNFSF11|1	8.842	1.5544	-2.4658
ITGA2B1_TNFSF11|1	ITGA2B1	TNFSF11|1	8.76	1.3601	-2.459
ITGA3B1_TNFSF11|1	ITGA3B1	TNFSF11|1	8.78	1.4028	-2.6089
ITGA4B1_TNFSF11|1	ITGA4B1	TNFSF11|1	8.919	1.5058	-2.5686
ITGA6B4_TNFSF11|1	ITGA6B4	TNFSF11|1	8.824	1.5215	-2.5586
ITGA9B1_TNFSF11|1	ITGA9B1	TNFSF11|1	8.802	1.5612	-2.5243
ITGAMB2_TNFSF11|1	ITGAMB2	TNFSF11|1	8.855	1.2806	-2.4858
ITGAVB6_TNFSF11|1	ITGAVB6	TNFSF11|1	8.918	1.4189	-2.5234
LAMB1_TNFSF11|1	LAMB1	TNFSF11|1	8.803	1.4118	-2.4809
LUM_TNFSF11|1	LUM	TNFSF11|1	8.983	1.5222	-2.6873
Laminin3B32_TNFSF11|1	Laminin3B32	TNFSF11|1	8.75	1.2842	-2.6132
NID1|1_TNFSF11|1	NID1|1	TNFSF11|1	8.675	1.6766	-1.5251
OMD_TNFSF11|1	OMD	TNFSF11|1	9.039	1.7936	-2.7238
PECAM1|Long_TNFSF11|1	PECAM1|Long	TNFSF11|1	8.782	1.4165	-2.5312
POSTN|1_TNFSF11|1	POSTN|1	TNFSF11|1	8.947	1.4181	-2.4338
SPARC_TNFSF11|1	SPARC	TNFSF11|1	8.858	1.4044	-2.5577
SPP1|A_TNFSF11|1	SPP1|A	TNFSF11|1	8.779	1.4465	-2.6078
THBS1|1_TNFSF11|1	THBS1|1	TNFSF11|1	8.71	1.881	-2.5799
TNC|1_TNFSF11|1	TNC|1	TNFSF11|1	9.054	1.6391	-2.6689
VCAM1|1_TNFSF11|1	VCAM1|1	TNFSF11|1	8.836	1.3326	-2.4796
VTN_TNFSF11|1	VTN	TNFSF11|1	8.733	1.4333	-2.3532
ALCAM|1_VEGFA|VEGF206	ALCAM|1	VEGFA|VEGF206	8.847	1.6854	-2.317
BCAN|1_VEGFA|VEGF206	BCAN|1	VEGFA|VEGF206	8.836	1.524	-2.5522
BGN_VEGFA|VEGF206	BGN	VEGFA|VEGF206	8.87	1.6703	-2.6088
CD44|1_VEGFA|VEGF206	CD44|1	VEGFA|VEGF206	8.9	1.7514	-2.5388
CDH15_VEGFA|VEGF206	CDH15	VEGFA|VEGF206	8.725	1.5444	-2.4749
CDH1|1_VEGFA|VEGF206	CDH1|1	VEGFA|VEGF206	8.922	1.7815	-2.3836
CDH20_VEGFA|VEGF206	CDH20	VEGFA|VEGF206	8.925	1.399	-2.5779
CDH3|1_VEGFA|VEGF206	CDH3|1	VEGFA|VEGF206	8.778	1.7848	-2.4269
CDH6|1_VEGFA|VEGF206	CDH6|1	VEGFA|VEGF206	9.089	1.4857	-2.3988
CDH8_VEGFA|VEGF206	CDH8	VEGFA|VEGF206	8.988	1.529	-2.4845
CEACAM6_VEGFA|VEGF206	CEACAM6	VEGFA|VEGF206	9.025	1.5499	-2.3996
COL1_VEGFA|VEGF206	COL1	VEGFA|VEGF206	8.987	1.5277	-2.139
COL23A1|1_VEGFA|VEGF206	COL23A1|1	VEGFA|VEGF206	9.16	1.5889	-2.3575
COL2A1|2_VEGFA|VEGF206	COL2A1|2	VEGFA|VEGF206	9.106	1.4872	-2.2981
COL3A1|1_VEGFA|VEGF206	COL3A1|1	VEGFA|VEGF206	9.175	1.5545	-2.3868
COL4_VEGFA|VEGF206	COL4	VEGFA|VEGF206	9.244	1.7562	-2.5286
COL5A1_VEGFA|VEGF206	COL5A1	VEGFA|VEGF206	9.117	1.3716	-2.4657
DCN|A_VEGFA|VEGF206	DCN|A	VEGFA|VEGF206	8.591	1.3888	-2.4286
DSG2_VEGFA|VEGF206	DSG2	VEGFA|VEGF206	8.854	1.6882	-2.5761
ECM1|1_VEGFA|VEGF206	ECM1|1	VEGFA|VEGF206	8.943	1.6026	-2.4667
ELN|3_VEGFA|VEGF206	ELN|3	VEGFA|VEGF206	8.035	1.411	-1.8331
FBN1_VEGFA|VEGF206	FBN1	VEGFA|VEGF206	9.238	1.4772	-2.5047
FN1|1_VEGFA|VEGF206	FN1|1	VEGFA|VEGF206	8.995	1.4224	-2.4189
GAP43|1_VEGFA|VEGF206	GAP43|1	VEGFA|VEGF206	8.84	1.6746	-2.5359
HA<500kDa_VEGFA|VEGF206	HA<500kDa	VEGFA|VEGF206	8.632	1.7455	-2.3127
HA>500kDa_VEGFA|VEGF206	HA>500kDa	VEGFA|VEGF206	8.803	1.5364	-2.4695
ICAM1_VEGFA|VEGF206	ICAM1	VEGFA|VEGF206	8.671	1.4786	-2.4766
ITGA10B1_VEGFA|VEGF206	ITGA10B1	VEGFA|VEGF206	8.87	1.4124	-2.3754
ITGA2B1_VEGFA|VEGF206	ITGA2B1	VEGFA|VEGF206	8.858	1.6145	-2.4344
ITGA3B1_VEGFA|VEGF206	ITGA3B1	VEGFA|VEGF206	8.809	1.3075	-2.3948
ITGA4B1_VEGFA|VEGF206	ITGA4B1	VEGFA|VEGF206	8.819	1.601	-2.4923
ITGA6B4_VEGFA|VEGF206	ITGA6B4	VEGFA|VEGF206	8.848	1.5778	-2.4269
ITGA9B1_VEGFA|VEGF206	ITGA9B1	VEGFA|VEGF206	8.805	1.4405	-2.4498
ITGAMB2_VEGFA|VEGF206	ITGAMB2	VEGFA|VEGF206	8.962	1.4532	-2.4986
ITGAVB6_VEGFA|VEGF206	ITGAVB6	VEGFA|VEGF206	8.737	1.6315	-2.425
LAMB1_VEGFA|VEGF206	LAMB1	VEGFA|VEGF206	8.79	1.7614	-2.623
LUM_VEGFA|VEGF206	LUM	VEGFA|VEGF206	9.064	1.4435	-2.4965
Laminin3B32_VEGFA|VEGF206	Laminin3B32	VEGFA|VEGF206	8.822	1.6273	-2.35
NID1|1_VEGFA|VEGF206	NID1|1	VEGFA|VEGF206	7.682	1.4873	-1.4303
OMD_VEGFA|VEGF206	OMD	VEGFA|VEGF206	9.038	1.69	-2.5775
PECAM1|Long_VEGFA|VEGF206	PECAM1|Long	VEGFA|VEGF206	8.749	1.7628	-2.4044
POSTN|1_VEGFA|VEGF206	POSTN|1	VEGFA|VEGF206	8.786	1.5115	-2.4895
SPARC_VEGFA|VEGF206	SPARC	VEGFA|VEGF206	8.819	1.4303	-2.3796
SPP1|A_VEGFA|VEGF206	SPP1|A	VEGFA|VEGF206	8.703	1.5586	-2.4112
THBS1|1_VEGFA|VEGF206	THBS1|1	VEGFA|VEGF206	8.883	2.1555	-2.76
TNC|1_VEGFA|VEGF206	TNC|1	VEGFA|VEGF206	8.868	1.8317	-2.7336
VCAM1|1_VEGFA|VEGF206	VCAM1|1	VEGFA|VEGF206	8.856	1.7199	-2.5377
VTN_VEGFA|VEGF206	VTN	VEGFA|VEGF206	8.709	1.6074	-2.5904
ALCAM|1_WNT10A	ALCAM|1	WNT10A	8.74	1.361	-2.4786
BCAN|1_WNT10A	BCAN|1	WNT10A	8.757	1.4963	-2.4907
BGN_WNT10A	BGN	WNT10A	8.747	1.1047	-2.3803
CD44|1_WNT10A	CD44|1	WNT10A	8.705	1.4219	-2.4144
CDH15_WNT10A	CDH15	WNT10A	8.744	1.4346	-2.4493
CDH1|1_WNT10A	CDH1|1	WNT10A	8.755	1.5365	-2.3363
CDH20_WNT10A	CDH20	WNT10A	8.837	1.2891	-2.5253
CDH3|1_WNT10A	CDH3|1	WNT10A	8.79	1.5245	-2.4409
CDH6|1_WNT10A	CDH6|1	WNT10A	8.854	1.1952	-2.5412
CDH8_WNT10A	CDH8	WNT10A	8.635	1.2608	-2.3138
CEACAM6_WNT10A	CEACAM6	WNT10A	8.76	1.3509	-2.2738
COL1_WNT10A	COL1	WNT10A	8.719	1.4259	-2.6085
COL23A1|1_WNT10A	COL23A1|1	WNT10A	8.757	1.4417	-2.5221
COL2A1|2_WNT10A	COL2A1|2	WNT10A	8.789	1.389	-2.5062
COL3A1|1_WNT10A	COL3A1|1	WNT10A	8.765	1.359	-2.469
COL4_WNT10A	COL4	WNT10A	8.797	1.5438	-2.2213
COL5A1_WNT10A	COL5A1	WNT10A	8.716	1.2036	-2.3737
DCN|A_WNT10A	DCN|A	WNT10A	8.684	1.237	-2.3322
DSG2_WNT10A	DSG2	WNT10A	8.692	1.5266	-2.4831
ECM1|1_WNT10A	ECM1|1	WNT10A	8.726	1.3782	-2.3475
ELN|3_WNT10A	ELN|3	WNT10A	6.647	1.496	-1.8331
FBN1_WNT10A	FBN1	WNT10A	8.935	1.5062	-2.5848
FN1|1_WNT10A	FN1|1	WNT10A	8.86	1.6483	-2.6018
GAP43|1_WNT10A	GAP43|1	WNT10A	8.825	1.555	-2.6682
HA<500kDa_WNT10A	HA<500kDa	WNT10A	8.734	1.3019	-2.434
HA>500kDa_WNT10A	HA>500kDa	WNT10A	8.64	1.34	-2.5483
ICAM1_WNT10A	ICAM1	WNT10A	8.836	1.3475	-2.4004
ITGA10B1_WNT10A	ITGA10B1	WNT10A	8.721	1.5294	-2.5636
ITGA2B1_WNT10A	ITGA2B1	WNT10A	8.53	1.4683	-2.443
ITGA3B1_WNT10A	ITGA3B1	WNT10A	8.627	1.2549	-2.4376
ITGA4B1_WNT10A	ITGA4B1	WNT10A	8.616	1.3838	-2.3865
ITGA6B4_WNT10A	ITGA6B4	WNT10A	8.639	1.406	-2.6431
ITGA9B1_WNT10A	ITGA9B1	WNT10A	8.67	1.569	-2.3189
ITGAMB2_WNT10A	ITGAMB2	WNT10A	8.658	1.2921	-2.3903
ITGAVB6_WNT10A	ITGAVB6	WNT10A	8.741	1.3943	-2.3829
LAMB1_WNT10A	LAMB1	WNT10A	8.709	1.533	-2.5558
LUM_WNT10A	LUM	WNT10A	8.946	1.693	-2.6617
Laminin3B32_WNT10A	Laminin3B32	WNT10A	8.783	1.3085	-2.539
NID1|1_WNT10A	NID1|1	WNT10A	6.997	1.9183	-1.8481
OMD_WNT10A	OMD	WNT10A	8.988	1.5539	-2.705
PECAM1|Long_WNT10A	PECAM1|Long	WNT10A	8.848	1.6643	-2.4669
POSTN|1_WNT10A	POSTN|1	WNT10A	8.822	1.2426	-2.475
SPARC_WNT10A	SPARC	WNT10A	8.868	1.397	-2.531
SPP1|A_WNT10A	SPP1|A	WNT10A	8.761	1.2436	-2.3865
THBS1|1_WNT10A	THBS1|1	WNT10A	8.809	1.9211	-2.8191
TNC|1_WNT10A	TNC|1	WNT10A	8.725	1.575	-2.6031
VCAM1|1_WNT10A	VCAM1|1	WNT10A	8.758	1.3482	-2.3388
VTN_WNT10A	VTN	WNT10A	8.773	1.3142	-2.467
ALCAM|1_WNT3A|1	ALCAM|1	WNT3A|1	8.935	1.7444	-2.6035
BCAN|1_WNT3A|1	BCAN|1	WNT3A|1	8.802	1.4686	-2.397
BGN_WNT3A|1	BGN	WNT3A|1	8.9	1.5564	-2.5533
CD44|1_WNT3A|1	CD44|1	WNT3A|1	8.841	1.3195	-2.4972
CDH15_WNT3A|1	CDH15	WNT3A|1	8.907	1.4432	-2.6451
CDH1|1_WNT3A|1	CDH1|1	WNT3A|1	8.775	1.6718	-2.6864
CDH20_WNT3A|1	CDH20	WNT3A|1	9.092	1.5777	-2.5502
CDH3|1_WNT3A|1	CDH3|1	WNT3A|1	8.854	1.5916	-2.3928
CDH6|1_WNT3A|1	CDH6|1	WNT3A|1	8.87	1.2476	-2.3832
CDH8_WNT3A|1	CDH8	WNT3A|1	8.914	1.5182	-2.4645
CEACAM6_WNT3A|1	CEACAM6	WNT3A|1	8.704	1.405	-2.5226
COL1_WNT3A|1	COL1	WNT3A|1	9.151	1.4123	-2.4229
COL23A1|1_WNT3A|1	COL23A1|1	WNT3A|1	9.036	1.488	-2.5683
COL2A1|2_WNT3A|1	COL2A1|2	WNT3A|1	8.798	1.3293	-2.6486
COL3A1|1_WNT3A|1	COL3A1|1	WNT3A|1	9.037	1.516	-2.4496
COL4_WNT3A|1	COL4	WNT3A|1	9.276	1.3565	-2.4929
COL5A1_WNT3A|1	COL5A1	WNT3A|1	8.947	1.2179	-2.4153
DCN|A_WNT3A|1	DCN|A	WNT3A|1	8.893	1.4656	-2.5283
DSG2_WNT3A|1	DSG2	WNT3A|1	8.923	1.2214	-2.5835
ECM1|1_WNT3A|1	ECM1|1	WNT3A|1	8.929	1.5434	-2.4913
ELN|3_WNT3A|1	ELN|3	WNT3A|1	8.312	1.308	-2.0324
FBN1_WNT3A|1	FBN1	WNT3A|1	8.983	1.5744	-2.5826
FN1|1_WNT3A|1	FN1|1	WNT3A|1	8.953	1.462	-2.3738
GAP43|1_WNT3A|1	GAP43|1	WNT3A|1	8.999	1.4931	-2.528
HA<500kDa_WNT3A|1	HA<500kDa	WNT3A|1	8.814	1.5106	-2.5454
HA>500kDa_WNT3A|1	HA>500kDa	WNT3A|1	8.933	1.7281	-2.6645
ICAM1_WNT3A|1	ICAM1	WNT3A|1	8.777	1.5195	-2.4121
ITGA10B1_WNT3A|1	ITGA10B1	WNT3A|1	8.884	1.6125	-2.561
ITGA2B1_WNT3A|1	ITGA2B1	WNT3A|1	8.765	1.5064	-2.3565
ITGA3B1_WNT3A|1	ITGA3B1	WNT3A|1	8.807	1.768	-2.5764
ITGA4B1_WNT3A|1	ITGA4B1	WNT3A|1	8.807	1.4797	-2.4861
ITGA6B4_WNT3A|1	ITGA6B4	WNT3A|1	8.687	1.3534	-2.4671
ITGA9B1_WNT3A|1	ITGA9B1	WNT3A|1	8.917	1.4719	-2.4769
ITGAMB2_WNT3A|1	ITGAMB2	WNT3A|1	8.961	1.443	-2.4401
ITGAVB6_WNT3A|1	ITGAVB6	WNT3A|1	8.766	1.5356	-2.5743
LAMB1_WNT3A|1	LAMB1	WNT3A|1	8.947	1.5628	-2.446
LUM_WNT3A|1	LUM	WNT3A|1	9.124	1.6224	-2.438
Laminin3B32_WNT3A|1	Laminin3B32	WNT3A|1	8.764	1.4411	-2.4216
NID1|1_WNT3A|1	NID1|1	WNT3A|1	7.968	1.6907	-1.7232
OMD_WNT3A|1	OMD	WNT3A|1	9.015	1.6594	-2.7324
PECAM1|Long_WNT3A|1	PECAM1|Long	WNT3A|1	8.758	1.7052	-2.4702
POSTN|1_WNT3A|1	POSTN|1	WNT3A|1	8.995	1.4586	-2.4361
SPARC_WNT3A|1	SPARC	WNT3A|1	8.887	1.3267	-2.4898
SPP1|A_WNT3A|1	SPP1|A	WNT3A|1	8.927	1.6003	-2.3514
THBS1|1_WNT3A|1	THBS1|1	WNT3A|1	9.096	1.9498	-2.7043
TNC|1_WNT3A|1	TNC|1	WNT3A|1	9.129	1.7904	-2.7231
VCAM1|1_WNT3A|1	VCAM1|1	WNT3A|1	8.803	1.6271	-2.4451
VTN_WNT3A|1	VTN	WNT3A|1	8.81	1.4715	-2.6068
ALCAM|1_Wnt5a|1	ALCAM|1	Wnt5a|1	8.34	0.8235	-2.4909
BCAN|1_Wnt5a|1	BCAN|1	Wnt5a|1	8.223	0.898	-2.5046
BGN_Wnt5a|1	BGN	Wnt5a|1	8.082	0.7226	-2.3318
CD44|1_Wnt5a|1	CD44|1	Wnt5a|1	8.524	0.8437	-2.4695
CDH15_Wnt5a|1	CDH15	Wnt5a|1	8.323	0.876	-2.1581
CDH1|1_Wnt5a|1	CDH1|1	Wnt5a|1	8.528	0.9998	-2.5009
CDH20_Wnt5a|1	CDH20	Wnt5a|1	8.014	0.8318	-2.4314
CDH3|1_Wnt5a|1	CDH3|1	Wnt5a|1	8.134	1.1719	-2.45
CDH6|1_Wnt5a|1	CDH6|1	Wnt5a|1	8.222	0.9254	-2.3289
CDH8_Wnt5a|1	CDH8	Wnt5a|1	8.253	0.793	-2.2912
CEACAM6_Wnt5a|1	CEACAM6	Wnt5a|1	8.298	0.9365	-2.3951
COL1_Wnt5a|1	COL1	Wnt5a|1	8.057	0.6349	-2.2714
COL23A1|1_Wnt5a|1	COL23A1|1	Wnt5a|1	8.16	0.8034	-2.488
COL2A1|2_Wnt5a|1	COL2A1|2	Wnt5a|1	8.079	0.6265	-2.2992
COL3A1|1_Wnt5a|1	COL3A1|1	Wnt5a|1	8.036	0.7402	-2.1632
COL4_Wnt5a|1	COL4	Wnt5a|1	8.421	1.0756	-2.5906
COL5A1_Wnt5a|1	COL5A1	Wnt5a|1	7.858	0.5382	-2.4126
DCN|A_Wnt5a|1	DCN|A	Wnt5a|1	8.415	0.9584	-2.4892
DSG2_Wnt5a|1	DSG2	Wnt5a|1	8.128	1.1193	-2.4783
